pid,name,priceValue,color,gender,group,availability,shortDesc,longDesc,material,dimensions,strap,madeIn,features,sizes,images,url,mood
MHTDAMM11WT00S,로고 라우렐 프린트 티셔츠,310000,White,WOMEN,CLOTHING,OutOfStock,Oversized organic cotton jersey T-shirt with MCM logo and Laurel graphic print,"Triumphant laurel leaves frame the architectural MCM emblem on this oversized T-shirt. Certified by Control Union, the organic cotton yarn is farmed without chemicals in an effort to protect the global ecosystem.",100% Organic Cotton certified by Control Union,,,대한민국,Rib knit collar | MCM Laurel logo graphic print | Oversized fit,L / 남성 | L / 여성 | M / 남성 | M / 여성 | S / 남성 | S / 여성 | XL / 남성 | XS / 여성,https://images.mcmworldwide.com/i/mcmworldwide/MHTDAMM11WT00S_01?sw=600 | https://images.mcmworldwide.com/i/mcmworldwide/MHTDAMM11WT00S_04?sw=600,https://kr.mcmworldwide.com/ko_KR/여성/의류/모두보기/logo-laurel-print-t-shirt-in-organic-cotton/MHTDAMM11WT00S.html,캐주얼
MHTBABC01BK00S,남성용 MCM 에센셜 로고 티셔츠,69000,Black,MEN,CLOTHING,OutOfStock,로고 자수와 프린트가 있는 오가닉 코튼 저지 티셔츠입니다.,심플함에 존재하는 진실. 헤리티지에 순수하게 집중하는 MCM 에센셜 티셔츠는 앞면의 자수 버전과 뒷면의 퍼프 프린트 버전으로 이루어진 명망 높은 MCM 레터 트리오를 선보입니다. 지속 가능성에 대한 꾸준한 노력은 환경 손상을 최소화하기 위해 화학 물질을 사용하지 않고 재배한 오가닉 코튼 구조를 통해 구체화됩니다.,컨트롤유니온(Control Union) 인증 오가닉 코튼 100%,,,대한민국,가슴의 MCM 자수 로고 | 뒷면의 MCM 로고 퍼프 프린트 | 레귤러핏. 모델의 키는 약 188cm이며 미디엄 사이즈를 착용하고 있습니다.,S | XX라지,https://images.mcmworldwide.com/i/mcmworldwide/MHTBABC01BK00S_01?sw=600 | https://images.mcmworldwide.com/i/mcmworldwide/MHTBABC01BK00S_09?sw=600 | https://images.mcmworldwide.com/i/mcmworldwide/MHTBABC01BK00S_04?sw=600 | https://images.mcmworldwide.com/i/mcmworldwide/MHTBABC01BK00S_10?sw=600 | https://images.mcmworldwide.com/i/mcmworldwide/MHTBABC01BK00S_11?sw=600,https://kr.mcmworldwide.com/ko_KR/남성/의류/모두보기/남성용-mcm-에센셜-오가닉-코튼-로고-티셔츠/MHTBABC01BK00S.html,캐주얼
MFABABC02BK0XL,MCM 에센셜 로고 후디,135000,Black,WOMEN,CLOTHING,OutOfStock,로고 자수와 프린트가 있는 오가닉 프렌치 테리 코튼 후디입니다.,심플함에 존재하는 진실. 헤리티지에 순수하게 집중하는 MCM 에센셜 후디는 앞면의 자수 버전과 뒷면의 퍼프 프린트 버전으로 이루어진 명망 높은 MCM 레터 트리오를 선보입니다. 지속 가능성에 대한 꾸준한 노력은 환경 손상을 최소화하기 위해 화학 물질을 사용하지 않고 재배한 오가닉 코튼 구조를 통해 구체화됩니다.,컨트롤유니온(Control Union) 인증 오가닉 코튼 100%,,,대한민국,로고 인그레이빙 메탈 팁이 있는 드로우스트링 후드 | 전면 캥거루 포켓 | 리브 니트 밑단과 커프스 | 가슴의 MCM 자수 로고 | 뒷면의 MCM 로고 퍼프 프린트 | 편안한 핏,S / 남성 | XL / 여성 | XXL / 남성,https://images.mcmworldwide.com/i/mcmworldwide/MFABABC02BK0XL_01?sw=600 | https://images.mcmworldwide.com/i/mcmworldwide/MFABABC02BK0XL_04?sw=600,https://kr.mcmworldwide.com/ko_KR/여성/의류/모두보기/여성용-mcm-에센셜-오가닉-코튼-로고-후디/MFABABC02BK0XL.html,캐주얼
MHABABC02BK2XL,MCM 에센셜 로고 후디,135000,Black,WOMEN,CLOTHING,OutOfStock,로고 자수와 프린트가 있는 오가닉 프렌치 테리 코튼 후디입니다.,심플함에 존재하는 진실. 헤리티지에 순수하게 집중하는 MCM 에센셜 후디는 앞면의 자수 버전과 뒷면의 퍼프 프린트 버전으로 이루어진 명망 높은 MCM 레터 트리오를 선보입니다. 지속 가능성에 대한 꾸준한 노력은 환경 손상을 최소화하기 위해 화학 물질을 사용하지 않고 재배한 오가닉 코튼 구조를 통해 구체화됩니다.,컨트롤유니온(Control Union) 인증 오가닉 코튼 100%,,,대한민국,로고 인그레이빙 메탈 팁이 있는 드로우스트링 후드 | 전면 캥거루 포켓 | 리브 니트 밑단과 커프스 | 가슴의 MCM 자수 로고 | 뒷면의 MCM 로고 퍼프 프린트 | 레귤러 핏,S / 남성 | XL / 여성 | XXL / 남성,https://images.mcmworldwide.com/i/mcmworldwide/MHABABC02BK2XL_01?sw=600 | https://images.mcmworldwide.com/i/mcmworldwide/MHABABC02BK2XL_04?sw=600,https://kr.mcmworldwide.com/ko_KR/여성/의류/모두보기/mcm-에센셜-로고-후디/MHABABC02BK2XL.html,캐주얼
MHTESBC01WT3XL,에센셜 로고 프린트 티셔츠,270000,White,MEN,CLOTHING,OutOfStock,고주파 로고 프린트가 있는 유니섹스 오가닉 코튼 저지 티셔츠,유기농 면 소재를 사용한 반팔 티셔츠로 메탈릭 프린트 라우렐 엠블럼으로 포인트를 더하였습니다.,오가닉 코튼 100%,,,대한민국,리브 니트 칼라 | 라우렐 로고 메탈릭 고주파 프린트 | 레귤러 핏,XS | S | M | L | X라지 | XX라지 | XXX라지,https://images.mcmworldwide.com/i/mcmworldwide/MHTESBC01WT3XL_01?sw=600 | https://images.mcmworldwide.com/i/mcmworldwide/MHTESBC01WT3XL_09?sw=600 | https://images.mcmworldwide.com/i/mcmworldwide/MHTESBC01WT3XL_04?sw=600 | https://images.mcmworldwide.com/i/mcmworldwide/MHTESBC01WT3XL_10?sw=600 | https://images.mcmworldwide.com/i/mcmworldwide/MHTESBC01WT3XL_11?sw=600,https://kr.mcmworldwide.com/ko_KR/남성/의류/티셔츠-셔츠/남성용-mcm-에센셜-로고-티셔츠-/MHTESBC01WT3XL.html,캐주얼
MHTESBC02CO00L,에센셜 로고 포켓 티셔츠,270000,Cognac,MEN,CLOTHING,InStock,로고 자수 체스트 포켓이 돋보이는 남성용 오가닉 코튼 저지 티셔츠,오가닉 코튼으로 직조된 반팔 티셔츠. 바이에른 다이아몬드에서 영감을 받은 패치 포켓 디자인 위에 톤온톤 라우렐 로고 자수가 더해졌습니다.,100% 오가닉 코튼,,,대한민국,"리브 니트 넥라인 | 라우렐 로고 자수가 더해진 다이아몬드 패치 포켓 | 레귤러 핏 | 여성 모델의 키는 175cm/5'8"" 이며 사이즈 S를 착용하고 있습니다. | 남성 모델의 키는 186cm/6'1"" 이며 사이즈 M을 착용하고 있습니다.",S | M | L | X라지,https://images.mcmworldwide.com/i/mcmworldwide/MHTESBC02CO00L_01?sw=600 | https://images.mcmworldwide.com/i/mcmworldwide/MHTESBC02CO00L_09?sw=600 | https://images.mcmworldwide.com/i/mcmworldwide/MHTESBC02CO00L_04?sw=600 | https://images.mcmworldwide.com/i/mcmworldwide/MHTESBC02CO00L_10?sw=600 | https://images.mcmworldwide.com/i/mcmworldwide/MHTESBC02CO00L_11?sw=600 | https://images.mcmworldwide.com/i/mcmworldwide/MHTESBC02CO00L_12?sw=600,https://kr.mcmworldwide.com/ko_KR/남성/의류/티셔츠-셔츠/에센셜-로고-포켓-티셔츠/MHTESBC02CO00L.html,캐주얼
MFCEAMM03SV00M,아프레 스키 메탈릭 폴리에스터 퀼트 패딩,2050000,Silver,WOMEN,CLOTHING,OutOfStock,탈착 가능한 후드가 실용적인 다이아몬드 퀼팅 여성용 오버사이즈 메탈릭 실버 폴리에스터 패딩 파카,뮌헨의 유명한 휘장인 바이에른 다이아몬드가 기하학적인 퀼팅으로 표현되어 있으며 탈착 가능한 후드가 특징인 메탈릭 실버 폴리에스터 파카입니다. 스키장에서뿐만 아니라 스트리트 룩으로도 연출할 수 있는 오버사이즈 실루엣은 패딩 처리된 볼륨감 있는 룩으로 따뜻함과 편안함을 더했습니다. 같은 디자인의 팬츠와 매치하여 업그레이드된 룩을 완성해보세요.,메탈릭 폴리에스터 100%,,,이탈리아,탈부착 가능한 후드 | 다이아몬드 패딩 퀼팅 | 지퍼 클로저 | 전면 사이드 포켓 | 뒷면의 플리츠 솔기 | 밴디드 햄 | 오버사이즈 핏,S | M,https://images.mcmworldwide.com/i/mcmworldwide/MFCEAMM03SV00M_01?sw=600 | https://images.mcmworldwide.com/i/mcmworldwide/MFCEAMM03SV00M_09?sw=600 | https://images.mcmworldwide.com/i/mcmworldwide/MFCEAMM03SV00M_04?sw=600 | https://images.mcmworldwide.com/i/mcmworldwide/MFCEAMM03SV00M_10?sw=600 | https://images.mcmworldwide.com/i/mcmworldwide/MFCEAMM03SV00M_11?sw=600,https://kr.mcmworldwide.com/ko_KR/여성/의류/재킷-코트/아프레-스키-메탈릭-폴리에스터-퀼트-패딩/MFCEAMM03SV00M.html,스트릿
MHTDAMM09KD00M,MCM Worldwide 프린트 티셔츠,310000,Green,MEN,CLOTHING,OutOfStock,Organic cotton jersey T-shirt with “MCM Worldwide” print,"The “MCM Worldwide” motif on this T-shirt expresses the borderless ethos of the Haus, supported by the Munich Lion symbolic of our Bavarian roots. Certified by Control Union, the organic cotton yarn is farmed without the use of chemicals in an effort to protect the global ecosystem.",100% Organic Cotton certified by Control Union,,,대한민국,Rib knit collar | MCM Worldwide graphic print | Regular fit,S | M | L | X라지,https://images.mcmworldwide.com/i/mcmworldwide/MHTDAMM09KD00M_01?sw=600 | https://images.mcmworldwide.com/i/mcmworldwide/MHTDAMM09KD00M_09?sw=600 | https://images.mcmworldwide.com/i/mcmworldwide/MHTDAMM09KD00M_04?sw=600 | https://images.mcmworldwide.com/i/mcmworldwide/MHTDAMM09KD00M_10?sw=600 | https://images.mcmworldwide.com/i/mcmworldwide/MHTDAMM09KD00M_11?sw=600 | https://images.mcmworldwide.com/i/mcmworldwide/MHTDAMM09KD00M_12?sw=600 | https://images.mcmworldwide.com/i/mcmworldwide/MHTDAMM09KD00M_13?sw=600 | https://images.mcmworldwide.com/i/mcmworldwide/MHTDAMM09KD00M_14?sw=600,https://kr.mcmworldwide.com/ko_KR/남성/의류/모두보기/mcm-worldwide-print-t-shirt-in-organic-cotton/MHTDAMM09KD00M.html,캐주얼
MHPGAMM06WO00L,MCM X We The Best 폰테 쇼츠,490000,White,MEN,CLOTHING,InStock,MCM과 We The Best는 마이애미 스트리트웨어의 생동감 있는 미학을 담아냅니다.,마이애미의 청량한 해변을 연상시키는 블루 톤의 대비되는 컬러 라인 디테일로 실루엣을 정교하게 잡아준 남성용 오프 화이트 폰테(Ponte) 쇼츠입니다. 전면에는 클래식 “MCM” 레터링과 함께 회복탄력성과 자기 신뢰를 바탕으로 한 DJ Khaled의 “We The Best” 메시지를 배치하여 컬렉션 특유의 대담한 철학을 담아냈습니다.,"폴리에스테르 51%, 코튼 43%, 스판덱스 6%",,,대한민국,"MCM X We The Best logo 자수 | 신축성 있는 허리밴드 | 블루 컬러 대비 트리밍 | 편안한 핏 | 여성 모델의 키는 175cm/5'8"" 이며 사이즈 S를 착용하고 있습니다. | 남성 모델의 키는 186cm/6'1"" 이며 사이즈 M을 착용하고 있습니다.",S | M | L,https://images.mcmworldwide.com/i/mcmworldwide/MHPGAMM06WO00L_01?sw=600 | https://images.mcmworldwide.com/i/mcmworldwide/MHPGAMM06WO00L_09?sw=600 | https://images.mcmworldwide.com/i/mcmworldwide/MHPGAMM06WO00L_04?sw=600 | https://images.mcmworldwide.com/i/mcmworldwide/MHPGAMM06WO00L_10?sw=600 | https://images.mcmworldwide.com/i/mcmworldwide/MHPGAMM06WO00L_11?sw=600 | https://images.mcmworldwide.com/i/mcmworldwide/MHPGAMM06WO00L_12?sw=600 | https://images.mcmworldwide.com/i/mcmworldwide/MHPGAMM06WO00L_13?sw=600,https://kr.mcmworldwide.com/ko_KR/men/clothing/pants-shorts/mcm-x-we-the-best-폰테-쇼츠/MHPGAMM06WO00L.html,스트릿
MHTGAMM07BW00L,MCM X We The Best 스트라이프 니트 셔츠,530000,Black,MEN,CLOTHING,InStock,"예술, 스포츠, 패션이 교차하는 대담한 디자인.","블랙과 화이트의 번개 스트라이프 모티프로 강렬한 존재감을 더한 남성용 축구 스타일 셔츠입니다. 로렐 로고와 바이에른 다이아몬드 패치 자수가 MCM의 시그니처 코드를 완성합니다. 앞면에는 ""We The Best"", 뒷면에는 ""Another One"" 메시지를 더해 DJ Khaled의 자신감 넘치고, 야망을 품으며, 미래를 향해 나아가는 창작 철학을 담아냈습니다.","폴리에스테르 88%, 폴리우레탄 12%",,,대한민국,"리브 니트 넥라인 | 가슴 부분의 “We The Best” 그래픽 프린트 | 블랙 화이트 번개 스트라이프 모티프 | 라우렐 로고와 바이에른 다이아몬드 패치 자수 | 뒷면 “Another One” 모티프 | 오버사이즈 핏 | 여성 모델의 키는 175cm/5'8"" 이며 사이즈 S를 착용하고 있습니다. | 남성 모델의 키는 186cm/6'1"" 이며 사이즈 M을 착용하고 있습니다.",S | M | L,https://images.mcmworldwide.com/i/mcmworldwide/MHTGAMM07BW00L_01?sw=600 | https://images.mcmworldwide.com/i/mcmworldwide/MHTGAMM07BW00L_09?sw=600 | https://images.mcmworldwide.com/i/mcmworldwide/MHTGAMM07BW00L_04?sw=600 | https://images.mcmworldwide.com/i/mcmworldwide/MHTGAMM07BW00L_10?sw=600 | https://images.mcmworldwide.com/i/mcmworldwide/MHTGAMM07BW00L_11?sw=600 | https://images.mcmworldwide.com/i/mcmworldwide/MHTGAMM07BW00L_12?sw=600 | https://images.mcmworldwide.com/i/mcmworldwide/MHTGAMM07BW00L_13?sw=600,https://kr.mcmworldwide.com/ko_KR/남성/의류/티셔츠-셔츠/mcm-x-we-the-best-스트라이프-니트-셔츠/MHTGAMM07BW00L.html,스트릿
MHTGAMM10WO00L,MCM X We The Best 플라밍고 티셔츠,430000,White,MEN,CLOTHING,InStock,"DJ Khaled의 마이애미, 패션, 골프에 대한 애정을 담은 오버사이즈 오가닉 코튼 티셔츠.",회복탄력성과 자기 신뢰를 바탕으로 한 DJ Khaled의 “We The Best” 메시지가 클래식 “MCM” 레터링과 만나 전면을 장식하는 남성 오버사이즈 티셔츠입니다. 뒷면에는 마이애미를 연상시키는 야자수와 핑크 플라밍고 모티프가 어우러진 감각적인 골프 코스 일러스트를 더해 반전 있는 비주얼을 선사합니다.,바디:100% 오가닉 면,,,대한민국,"크루넥 | 리브 니트 넥라인 | 가슴 부분의 MCM X We The Best logo 프린트 | 뒷면의 야자수 플라밍고 그래픽 프린트 | 오버사이즈 핏 | 여성 모델의 키는 175cm/5'8"" 이며 사이즈 S를 착용하고 있습니다. | 남성 모델의 키는 186cm/6'1"" 이며 사이즈 M을 착용하고 있습니다.",S | M | L,https://images.mcmworldwide.com/i/mcmworldwide/MHTGAMM10WO00L_01?sw=600 | https://images.mcmworldwide.com/i/mcmworldwide/MHTGAMM10WO00L_09?sw=600 | https://images.mcmworldwide.com/i/mcmworldwide/MHTGAMM10WO00L_04?sw=600 | https://images.mcmworldwide.com/i/mcmworldwide/MHTGAMM10WO00L_10?sw=600 | https://images.mcmworldwide.com/i/mcmworldwide/MHTGAMM10WO00L_11?sw=600 | https://images.mcmworldwide.com/i/mcmworldwide/MHTGAMM10WO00L_12?sw=600,https://kr.mcmworldwide.com/ko_KR/남성/의류/티셔츠-셔츠/mcm-x-we-the-best-플라밍고-티셔츠/MHTGAMM10WO00L.html,스트릿
MHPGAMM05NG00L,MCM X We The Best 울트라스웨이드 쇼츠,490000,Grey,MEN,CLOTHING,InStock,마이애미 스트리트웨어의 아이콘을 고급 소재로 재해석한 디자인.,"고급스러운 감성을 담아 최고급 일본산 울트라스웨이드 소재로 정교하게 제작된 남성용 스트리트웨어 쇼츠입니다. 제품 뒷면에는 클래식 “MCM” 레터링과 “We The Best” 메시지가 조화롭게 결합되어, 회복탄력성과 자기 신뢰를 바탕으로 한 DJ Khaled 특유의 크리에이티브 철학을 대담하게 드러냅니다.",폴리에스테르 100%(울트라스웨이드),,,대한민국,"대비되는 컬러의 신축성 있는 허리밴드 | 뒷면의 MCM X We The Best logo 자수 | 뒷면 포켓 | 편안한 핏 | 여성 모델의 키는 175cm/5'8"" 이며 사이즈 S를 착용하고 있습니다. | 남성 모델의 키는 186cm/6'1"" 이며 사이즈 M을 착용하고 있습니다.",XS | S | M | L,https://images.mcmworldwide.com/i/mcmworldwide/MHPGAMM05NG00L_01?sw=600 | https://images.mcmworldwide.com/i/mcmworldwide/MHPGAMM05NG00L_09?sw=600 | https://images.mcmworldwide.com/i/mcmworldwide/MHPGAMM05NG00L_04?sw=600 | https://images.mcmworldwide.com/i/mcmworldwide/MHPGAMM05NG00L_10?sw=600 | https://images.mcmworldwide.com/i/mcmworldwide/MHPGAMM05NG00L_11?sw=600 | https://images.mcmworldwide.com/i/mcmworldwide/MHPGAMM05NG00L_12?sw=600 | https://images.mcmworldwide.com/i/mcmworldwide/MHPGAMM05NG00L_13?sw=600,https://kr.mcmworldwide.com/ko_KR/men/clothing/pants-shorts/mcm-x-we-the-best-울트라스웨이드-쇼츠/MHPGAMM05NG00L.html,스트릿
MHTGAMM061B00L,MCM X We The Best 아르데코 자카드 폴로,590000,Blue,MEN,CLOTHING,InStock,마이애미의 아르데코 감성을 담아낸 클래식 남성복 아이템.,"마이애미의 감성을 담은 세라믹 블루 톤의 자카드 니트 폴로 셔츠입니다. 아르데코 양식의 기하학적 미학을 예술적으로 녹여낸 야자수 모티프가 시선을 사로잡으며, 가슴 부분은 은은한 톤온톤 “MCM X We The Best” 협업 자수로 깔끔하게 마감되었습니다.",코튼 100%,,,대한민국,"자카드 니트 | 아르데코 야자수 모티프 | 가슴 부분의 MCM X We The Best 로고 자수 | 숏 슬리브 | 레귤러 핏 | 여성 모델의 키는 175cm/5'8"" 이며 사이즈 S를 착용하고 있습니다. | 남성 모델의 키는 186cm/6'1"" 이며 사이즈 M을 착용하고 있습니다.",S | M | L,https://images.mcmworldwide.com/i/mcmworldwide/MHTGAMM061B00L_01?sw=600 | https://images.mcmworldwide.com/i/mcmworldwide/MHTGAMM061B00L_09?sw=600 | https://images.mcmworldwide.com/i/mcmworldwide/MHTGAMM061B00L_04?sw=600 | https://images.mcmworldwide.com/i/mcmworldwide/MHTGAMM061B00L_10?sw=600 | https://images.mcmworldwide.com/i/mcmworldwide/MHTGAMM061B00L_11?sw=600 | https://images.mcmworldwide.com/i/mcmworldwide/MHTGAMM061B00L_12?sw=600,https://kr.mcmworldwide.com/ko_KR/남성/의류/티셔츠-셔츠/mcm-x-we-the-best-아르데코-자카드-폴로/MHTGAMM061B00L.html,클래식
MHTGAMM08BK00L,MCM X We The Best 로고 티셔츠,430000,Black,MEN,CLOTHING,InStock,MCM과 We The Best는 남성 스트리트웨어의 새로운 기준을 제시합니다.,"스트리트웨어 감성을 현대적으로 재해석한 오버사이즈 남성용 오가닉 코튼 티셔츠입니다. 클래식한 MCM 레터링을 날렵한 디자인으로 표현하고, 그 안에 DJ Khaled의 시그니처 메시지 ""We The Best""​를 담아 강렬한 개성을 완성했습니다.",바디:100% 오가닉 면,,,대한민국,"리브 니트 넥라인 | 가슴 부분의 MCM X We The Best logo 프린트 | 오버사이즈 핏 | 여성 모델의 키는 175cm/5'8"" 이며 사이즈 S를 착용하고 있습니다. | 남성 모델의 키는 186cm/6'1"" 이며 사이즈 M을 착용하고 있습니다.",S | M | L,https://images.mcmworldwide.com/i/mcmworldwide/MHTGAMM08BK00L_01?sw=600 | https://images.mcmworldwide.com/i/mcmworldwide/MHTGAMM08BK00L_09?sw=600 | https://images.mcmworldwide.com/i/mcmworldwide/MHTGAMM08BK00L_04?sw=600 | https://images.mcmworldwide.com/i/mcmworldwide/MHTGAMM08BK00L_10?sw=600 | https://images.mcmworldwide.com/i/mcmworldwide/MHTGAMM08BK00L_11?sw=600 | https://images.mcmworldwide.com/i/mcmworldwide/MHTGAMM08BK00L_12?sw=600 | https://images.mcmworldwide.com/i/mcmworldwide/MHTGAMM08BK00L_13?sw=600,https://kr.mcmworldwide.com/ko_KR/남성/의류/티셔츠-셔츠/mcm-x-we-the-best-로고-티셔츠/MHTGAMM08BK00L.html,스트릿
MHPGAMM04LI046,루렉스 데님 팬츠,750000,Blue,MEN,CLOTHING,InStock,로고 각인 메탈 하드웨어와 비세토스 모노그램 패치로 디테일을 살린 남성용 릴랙스 핏 루렉스 데님 팬츠,"클래식 데님을 세련되게 재해석한 인디고 데님 팬츠. 메탈릭 루렉스 섬유가 은은한 광택을 선사하며, 로고 각인 메탈 버튼과 다이아몬드 스터드가 헤리티지 감성을 더합니다. 뒷면의 비세토스 모노그램 패치가 시그니처 포인트를 완성합니다.","바디: 66.2% 코튼, 22.8% 폴리에스테르, 11% 금속 코팅 섬유 | 포켓 라이닝: 코튼 100%",,,대한민국,"5 포켓 디자인 | 뒷면의 비세토스 모노그램 패치 | 로고가 각인된 버튼과 스터드 하드웨어 | 편안한 핏 | 여성 모델의 키는 175cm/5'8"" 이며 사이즈 46을 착용하고 있습니다. | 남성 모델의 키는 186cm/6'1"" 이며 사이즈 48을 착용하고 있습니다.",46 IT | 48 IT | 50 IT,https://images.mcmworldwide.com/i/mcmworldwide/MHPGAMM04LI046_01?sw=600 | https://images.mcmworldwide.com/i/mcmworldwide/MHPGAMM04LI046_09?sw=600 | https://images.mcmworldwide.com/i/mcmworldwide/MHPGAMM04LI046_04?sw=600 | https://images.mcmworldwide.com/i/mcmworldwide/MHPGAMM04LI046_10?sw=600 | https://images.mcmworldwide.com/i/mcmworldwide/MHPGAMM04LI046_11?sw=600,https://kr.mcmworldwide.com/ko_KR/men/clothing/pants-shorts/루렉스-데님-팬츠/MHPGAMM04LI046.html,캐주얼
